Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,82.110001,82.570000,81.800003,82.019997,73.661629,4253400
2014-01-03,81.910004,82.480003,81.830002,81.889999,73.544868,3897900
2014-01-06,81.650002,81.980003,81.099998,81.099998,72.835381,11188800
2014-01-07,81.309998,81.919998,81.080002,81.500000,73.194626,4630900
2014-01-08,81.540001,81.940002,81.029999,81.930000,73.580795,4662300
2014-01-09,81.900002,81.940002,80.970001,81.570000,73.257469,4966000
2014-01-10,81.720001,82.040001,81.419998,82.010002,73.652657,4981000
2014-01-13,81.610001,82.129997,80.959999,80.970001,72.718636,6952400
2014-01-14,81.279999,81.489998,80.610001,81.010002,72.754539,5217300
2014-01-15,80.849998,81.430000,80.739998,81.070000,72.808441,5196800
2014-01-16,80.900002,81.379997,80.779999,81.260002,72.979073,4871200
2014-01-17,81.320000,81.349998,80.650002,81.000000,72.745567,6178000
2014-01-21,81.300003,81.500000,79.809998,80.459999,72.260605,6932800
2014-01-22,80.660004,80.809998,79.919998,80.199997,72.027084,5821600
2014-01-23,79.620003,80.300003,79.190002,80.239998,72.063019,6387000
2014-01-24,79.610001,80.000000,79.160004,79.160004,71.093071,7118300
2014-01-27,78.860001,79.169998,78.519997,78.940002,70.895493,6591200
2014-01-28,78.419998,78.930000,77.820000,78.540001,70.536270,10586500
2014-01-29,78.279999,78.750000,76.629997,76.680000,68.865799,9195300
2014-01-30,77.230003,77.760002,76.650002,76.930000,69.090317,6820900
2014-01-31,76.199997,77.470001,75.849998,76.849998,69.018463,10592200
2014-02-03,76.639999,76.730003,74.930000,75.089996,67.437820,9527000
2014-02-04,75.510002,75.849998,74.169998,74.970001,67.330055,9573400
2014-02-05,74.730003,75.550003,73.959999,75.260002,67.590515,10080300
2014-02-06,75.190002,76.199997,75.169998,76.160004,68.398788,6107100
2014-02-07,76.169998,76.599998,75.849998,76.449997,68.659248,6194200
2014-02-10,76.559998,76.589996,75.879997,76.410004,68.623329,6343600
2014-02-11,76.440002,76.989998,76.169998,76.699997,68.883766,6292900
2014-02-12,76.910004,77.330002,76.669998,77.279999,69.404663,7345900
2014-02-13,77.339996,77.870003,76.940002,77.589996,69.683060,6586900
2014-02-14,77.750000,78.129997,77.320000,77.930000,69.988419,4752300
2014-02-18,77.919998,78.080002,77.070000,77.570000,69.665100,4954700
2014-02-19,77.250000,77.519997,76.400002,76.449997,68.659248,7767800
2014-02-20,76.589996,77.559998,76.540001,77.480003,69.584274,5852200
2014-02-21,77.360001,78.040001,77.360001,77.739998,69.817787,7764500
2014-02-24,77.839996,78.250000,77.459999,77.870003,69.934532,11739500
2014-02-25,79.680000,81.000000,79.330002,80.980003,72.727623,13421700
2014-02-26,80.989998,82.709999,80.790001,81.699997,73.374245,9737800
2014-02-27,81.660004,82.199997,80.610001,81.970001,73.616722,6040900
